,DBpedia
http://dbpedia.org/ontology/Newspaper,0.9906524407515815
http://dbpedia.org/ontology/Noble,0.980682213713888
http://dbpedia.org/ontology/Non:ProfitOrganisation,0.9994850669412977
http://dbpedia.org/ontology/Novel,1.0
http://dbpedia.org/ontology/OfficeHolder,0.9601993643455649
http://dbpedia.org/ontology/OlympicEvent,0.8938307030129125
http://dbpedia.org/ontology/OlympicResult,1.0
http://dbpedia.org/ontology/Olympics,1.0
http://dbpedia.org/ontology/Organisation,0.9961593814134498
http://dbpedia.org/ontology/OrganisationMember,0.0021074650116837106
http://dbpedia.org/ontology/Painter,0.9960079840319361
http://dbpedia.org/ontology/Park,0.9718518518518519
http://dbpedia.org/ontology/PeriodicalLiterature,0.9951710261569416
http://dbpedia.org/ontology/Person,0.8072724130212725
http://dbpedia.org/ontology/PersonFunction,0.05860354565079919
http://dbpedia.org/ontology/Philosopher,0.9942827442827443
http://dbpedia.org/ontology/Photographer,0.9651416122004357
http://dbpedia.org/ontology/Place,0.9889495994201433
http://dbpedia.org/ontology/Planet,0.9797365754812564
http://dbpedia.org/ontology/Plant,0.998664445980768
http://dbpedia.org/ontology/Play,0.9911236635061529
http://dbpedia.org/ontology/PlayboyPlaymate,0.9963503649635036
http://dbpedia.org/ontology/Poem,0.9892134831460674
http://dbpedia.org/ontology/Poet,0.9902597402597403
http://dbpedia.org/ontology/PokerPlayer,0.997093023255814
http://dbpedia.org/ontology/PoliticalParty,0.9667154764586618
http://dbpedia.org/ontology/Politician,0.9530892448512586
http://dbpedia.org/ontology/PoloLeague,1.0
http://dbpedia.org/ontology/Pope,0.9839357429718876
http://dbpedia.org/ontology/PopulatedPlace,0.99936913034812
http://dbpedia.org/ontology/PowerStation,0.43798024149286496
http://dbpedia.org/ontology/Presenter,0.9962406015037594
http://dbpedia.org/ontology/President,0.9959514170040485
http://dbpedia.org/ontology/Priest,1.0
http://dbpedia.org/ontology/PrimeMinister,0.9979050279329609
http://dbpedia.org/ontology/Prison,0.9994490358126722
http://dbpedia.org/ontology/ProgrammingLanguage,0.9602323503127793
http://dbpedia.org/ontology/Project,1.0
http://dbpedia.org/ontology/ProtectedArea,0.9951348583134175
http://dbpedia.org/ontology/Protein,0.9716722328244275
http://dbpedia.org/ontology/PublicTransitSystem,0.9863794741843522
http://dbpedia.org/ontology/Publisher,0.9207616707616708
http://dbpedia.org/ontology/Race,1.0
http://dbpedia.org/ontology/RaceHorse,0.7393094710167881
http://dbpedia.org/ontology/RaceTrack,1.0
http://dbpedia.org/ontology/Racecourse,1.0
http://dbpedia.org/ontology/RacingDriver,0.9343077164859344
http://dbpedia.org/ontology/RadioHost,0.9944289693593314
http://dbpedia.org/ontology/RadioProgram,0.9886211512717537
http://dbpedia.org/ontology/RadioStation,0.9787975951903808
http://dbpedia.org/ontology/RailwayLine,0.8721583964800782
http://dbpedia.org/ontology/RailwayStation,0.9991349480968859
http://dbpedia.org/ontology/RailwayTunnel,0.9890710382513661
http://dbpedia.org/ontology/RecordLabel,0.45588370173346787
http://dbpedia.org/ontology/Region,0.9978814406203781
http://dbpedia.org/ontology/Religious,0.9971751412429378
http://dbpedia.org/ontology/ReligiousBuilding,0.9974957163569264
http://dbpedia.org/ontology/Reptile,0.9998495335540174
http://dbpedia.org/ontology/ResearchProject,1.0
http://dbpedia.org/ontology/Restaurant,0.9738461538461538
http://dbpedia.org/ontology/River,0.9439986215045293
http://dbpedia.org/ontology/Road,0.9981130097494496
http://dbpedia.org/ontology/RoadJunction,0.984375
http://dbpedia.org/ontology/RoadTunnel,0.9777070063694268
http://dbpedia.org/ontology/Rocket,0.9594356261022927
http://dbpedia.org/ontology/RollerCoaster,1.0
http://dbpedia.org/ontology/RouteOfTransportation,0.996479549382321
http://dbpedia.org/ontology/Rower,1.0
http://dbpedia.org/ontology/Royalty,0.9894492508968137
http://dbpedia.org/ontology/RugbyClub,0.9996336996336996
http://dbpedia.org/ontology/RugbyLeague,1.0
http://dbpedia.org/ontology/RugbyPlayer,0.9968382747718189
http://dbpedia.org/ontology/Saint,0.9514716187806588
http://dbpedia.org/ontology/Sales,0.0
http://dbpedia.org/ontology/Satellite,0.9995962858296327
http://dbpedia.org/ontology/School,0.9881903802991211
http://dbpedia.org/ontology/Scientist,0.903122694861077
http://dbpedia.org/ontology/ScreenWriter,0.9986244841815681
http://dbpedia.org/ontology/Sea,1.0
http://dbpedia.org/ontology/Senator,1.0
http://dbpedia.org/ontology/Settlement,0.9988476329804387
http://dbpedia.org/ontology/Ship,0.9987391072879599
http://dbpedia.org/ontology/ShoppingMall,0.9910741766697445
http://dbpedia.org/ontology/Singer,1.0
http://dbpedia.org/ontology/Single,0.9856645230439443
http://dbpedia.org/ontology/SiteOfSpecialScientificInterest,0.9820761762509336
http://dbpedia.org/ontology/Skater,0.998165137614679
http://dbpedia.org/ontology/SkiArea,0.9571220930232558
http://dbpedia.org/ontology/Skier,0.9974554707379135
http://dbpedia.org/ontology/Skyscraper,1.0
http://dbpedia.org/ontology/SnookerChamp,1.0
http://dbpedia.org/ontology/SnookerPlayer,0.9978494623655914
http://dbpedia.org/ontology/SnookerWorldRanking,1.0
http://dbpedia.org/ontology/SoapCharacter,0.9914243102162565
http://dbpedia.org/ontology/SoccerClub,0.8056083279115159
http://dbpedia.org/ontology/SoccerClubSeason,0.9976698667163761
http://dbpedia.org/ontology/SoccerLeague,0.9785357247868274
http://dbpedia.org/ontology/SoccerManager,0.9007257756461949
http://dbpedia.org/ontology/SoccerPlayer,0.6943575322278944
http://dbpedia.org/ontology/SoccerTournament,0.9958911393628849
http://dbpedia.org/ontology/SocietalEvent,0.9931201405812238
