CosN,MSE,Cos,rdfmt,NoCLC
1.0,0.46511627906976755,0.4883720930232561,0.9767441860465119,0.9767441860465119
0.9549549549549546,0.8468468468468469,0.391891891891892,0.9549549549549546,0.6846846846846848
0.5757575757575757,0.6060606060606059,0.12121212121212124,1.0,0.8181818181818182
0.5757575757575757,0.5757575757575757,0.18181818181818163,0.9393939393939393,0.5757575757575757
0.5555555555555559,0.3333333333333333,0.11111111111111131,1.0,0.6666666666666666
